PREÇO|QUARTOS|TAMANHO|CONDOMÍNIO|ESTACIONAMENTO|BAIRRO
R$ 60.000|5 ou mais quartos | 324m² | | 5 ou mais vagas|Castanheira
R$ 260|2 quartos| | | |Tiradentes
R$ 100.000|3 quartos | | | 2 vagas|Cascalheira
R$ 185.000|2 quartos | | | 2 vagas|Caladinho
R$ 150.000|3 quartos | 300m² | | 1 vaga|Escola de Polícia
R$ 540.000|3 quartos | 134m² |R$ 700 | 2 vagas|Triângulo
R$ 420.000|3 quartos | 100m² | | 2 vagas|Embratel
R$ 580.000|3 quartos | 110m² |R$ 800 | 2 vagas|Olaria
R$ 800.000|3 quartos | | | 3 vagas|São João Bosco
R$ 440.000|2 quartos | 360m² | | 4 vagas|Flodoaldo Pontes Pinto
R$ 180.000|5 ou mais quartos | 100m² | | 3 vagas|Nacional
R$ 310.000|3 quartos | 76m² |R$ 0 | 2 vagas|Floresta
R$ 1.300.000|4 quartos | 160m² | | 4 vagas|Pedrinhas
R$ 250.000|2 quartos | | | 2 vagas|Agenor de Carvalho
R$ 250.000|3 quartos | 1894m² | | 3 vagas|Mariana
R$ 140.000|2 quartos | | | 1 vaga|Aponiã
R$ 50.000|2 quartos | |R$ 65 | 1 vaga|Socialista
R$ 300.000|3 quartos | 100m² |R$ 0| |Aponiã
R$ 140.000|2 quartos | 250m² | | 2 vagas|Cidade Nova
R$ 350.000|3 quartos | 180m²| | |Embratel
R$ 430.000|3 quartos | 170m²| | |São João Bosco
R$ 65.000|2 quartos| | | |Jardim Santana
R$ 25.500| | | | |Flodoaldo Pontes Pinto
R$ 110.000|3 quartos| | | |Nossa Senhora das Graças
R$ 390.000|3 quartos | 250m² | | 3 vagas|Embratel
R$ 700.000|3 quartos | 155m² | | 4 vagas|Agenor de Carvalho
R$ 840.000|3 quartos | 136m² |R$ 0 | 2 vagas|São João Bosco
R$ 600.000|4 quartos | 551m² |R$ 550 | 4 vagas|Eletronorte
R$ 1.600.000|4 quartos | | | 4 vagas|Nova Esperança
R$ 1.850.000|3 quartos | 362m² |R$ 500 | 4 vagas|Aponiã
R$ 375.000|2 quartos | 180m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 950.000|3 quartos | 183m² |R$ 300 | 2 vagas|Aponiã
R$ 135.000|5 ou mais quartos | 0m²| | |Marcos Freire
R$ 165.000|3 quartos | 200m² | | 2 vagas|Tiradentes
R$ 75.000|2 quartos| | | |Lagoinha
R$ 200.000|1 quarto | 0m²| | |Cohab
R$ 20.000|2 quartos | | | 1 vaga|Jardim Santana
R$ 35.000|2 quartos| | | |São Francisco
R$ 60.000|2 quartos | 1025m²| | |Cascalheira
R$ 600.000|5 ou mais quartos | | | 5 ou mais vagas|Tiradentes
R$ 560.000| |105m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 50.000|2 quartos | 25m²| | |Mariana
R$ 150.000|3 quartos | 50m² | | 3 vagas|Socialista
R$ 80.000|3 quartos| | | |Mariana
R$ 750.000|4 quartos | |R$ 450 | 2 vagas|Aeroclube
R$ 170.000|3 quartos | 360m² | | 3 vagas|Três Marias
R$ 50.000|2 quartos | 360m² | | 1 vaga|Mariana
R$ 70.000|2 quartos | |R$ 100| |Socialista
R$ 80.000|2 quartos | | | 1 vaga|Jardim Santana
R$ 400.000|3 quartos | | | 3 vagas|Aponiã
R$ 450.000|3 quartos | 20m² |R$ 36 | 2 vagas|Castanheira
R$ 160.000|3 quartos| | | |Embratel
R$ 150.000|3 quartos | | | 2 vagas|Lagoinha
R$ 80.000|3 quartos | 250m² | | 2 vagas|Ulisses Guimarães
R$ 349.000|3 quartos | 84m² |R$ 580 | 1 vaga|Rio Madeira
R$ 280.000|2 quartos | | | 1 vaga|Rio Madeira
R$ 360.000|3 quartos | 70m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 0| | | | |Socialista
R$ 780.000|3 quartos | | | 3 vagas|Nova Esperança
R$ 175.000|2 quartos | | | 1 vaga|Planalto
R$ 550.000|3 quartos | 300m² | | 3 vagas|Agenor de Carvalho
R$ 20.000|1 quarto| | | |Socialista
R$ 75.000|2 quartos | 1230m²| | |Castanheira
R$ 860.000|3 quartos | | | 3 vagas|Olaria
R$ 800.000|4 quartos | |R$ 180 | 3 vagas|Rio Madeira
R$ 80.000|3 quartos| | | |Cidade Nova
R$ 400|3 quartos | 230m² | | 2 vagas|Pedrinhas
R$ 39.900|2 quartos | 60m²| | |Cuniã
R$ 45.000|2 quartos | 300m²| | |Novo Horizonte
R$ 100.000|2 quartos | 80m²| | |Lagoinha
R$ 1.680.000|3 quartos | 226m² |R$ 0 | 2 vagas|Rio Madeira
R$ 170.000|3 quartos | 200m² | | 5 ou mais vagas|Três Marias
R$ 1.300.000|3 quartos | 376m² |R$ 1.500 | 3 vagas|Olaria
R$ 130.000|4 quartos | 100m² | | 1 vaga|Tancredo Neves
R$ 300.000|4 quartos | 0m² | | 2 vagas|Cohab
R$ 37.000|2 quartos | 35m²| | |Nova Esperança
R$ 95.000|3 quartos| | | |Ulisses Guimarães
R$ 800.000|4 quartos | 130m² |R$ 977 | 2 vagas|Olaria
R$ 549.000|3 quartos | 120m² |R$ 0 | 2 vagas|Nova Porto Velho
R$ 20.000|2 quartos | |R$ 135 | 1 vaga|Três Marias
R$ 550.000|3 quartos | 96m² | | 2 vagas|Industrial
R$ 310.000|3 quartos | 70m² |R$ 390 | 2 vagas|Floresta
R$ 95.000|3 quartos | | | 2 vagas|Nacional
R$ 85.000|3 quartos | 40m² |R$ 0 | 3 vagas|Castanheira
R$ 100.000|4 quartos | | | 1 vaga|Três Marias
R$ 150.000|3 quartos| | | |Nossa Senhora das Graças
R$ 580.000|3 quartos | 125m² |R$ 350 | 2 vagas|Pedrinhas
R$ 12.000|2 quartos | |R$ 0 | 1 vaga|Nova Esperança
R$ 230.000|3 quartos | 0m²| | |Nova Floresta
R$ 180.000|3 quartos | 250m² | | 2 vagas|Cohab
R$ 2.000.000|4 quartos | |R$ 1.100 | 2 vagas|Rio Madeira
R$ 380.000|2 quartos | 100m² |R$ 600 | 2 vagas|Embratel
R$ 67.000|2 quartos | 0m² |R$ 0| |Areia Branca
R$ 520.000|3 quartos | 0m² |R$ 0 | 3 vagas|Juscelino Kubitschek
R$ 368.000|3 quartos | 0m² | | 3 vagas|Floresta
R$ 360.000|3 quartos | |R$ 180 | 2 vagas|Embratel
R$ 78.000|4 quartos | | | 2 vagas|São Sebastião
R$ 110.000|4 quartos | 260m² | | 2 vagas|Socialista
R$ 320.000|3 quartos | 72m² |R$ 0 | 1 vaga|Agenor de Carvalho
R$ 1.450.000|3 quartos | 285m² |R$ 0 | 3 vagas|Olaria
R$ 460.000|4 quartos | 457m² | | 2 vagas|Floresta
R$ 0|4 quartos| | | |Socialista
R$ 150.000|2 quartos | |R$ 165 | 2 vagas|Esperança da Comunidade
R$ 310.000|4 quartos | 145m² |R$ 200 | 3 vagas|Bairro Novo
R$ 200.000|3 quartos | | | 2 vagas|Lagoinha
R$ 130.000|3 quartos | | | 3 vagas|Aeroclube
R$ 275.000|3 quartos | 74m² |R$ 477 | 2 vagas|Triângulo
R$ 220.000|3 quartos | | | 3 vagas|Socialista
R$ 140.000|2 quartos | 60m²| | |Triângulo
R$ 1.600.000|3 quartos | 250m² | | 2 vagas|Olaria
R$ 800.000|3 quartos | | | 2 vagas|Industrial
R$ 495.000|3 quartos | 0m² | | 2 vagas|Nova Esperança
R$ 256.000|3 quartos | 94m² |R$ 318 | 1 vaga|Nova Esperança
R$ 1.250.000|3 quartos | 240m² |R$ 450 | 2 vagas|Triângulo
R$ 338.000|4 quartos | 300m² | | 5 ou mais vagas|Eletronorte
R$ 120.000|2 quartos | 250m² | | 2 vagas|Areal
R$ 650.000|3 quartos | 517m² | | 2 vagas|São João Bosco
R$ 350.000|4 quartos | 250m² | | 3 vagas|Conceição
R$ 175.000|2 quartos | 300m²| | |Embratel
R$ 170.000|3 quartos | 250m² | | 2 vagas|Aponiã
R$ 150.000|2 quartos | 70m² | | 2 vagas|Lagoa
R$ 70.000|2 quartos | 0m² |R$ 0 | 3 vagas|Área Rural de Porto Velho
R$ 80.000|2 quartos| | | |São Francisco
R$ 31.000|2 quartos | | | 3 vagas|Jardim Santana
R$ 45.000|1 quarto | 500m² | | 1 vaga|Embratel
R$ 270.000|2 quartos | 119m² |R$ 0| |Teixeirão
R$ 40.000|2 quartos| | | |São Sebastião
R$ 115.000|4 quartos | | | 3 vagas|Juscelino Kubitschek
R$ 145.000|2 quartos | 250m² | | 1 vaga|Costa e Silva
R$ 30.000|2 quartos | |R$ 30.000 | 5 ou mais vagas|Socialista
R$ 455.000|3 quartos | | | 2 vagas|São Francisco
R$ 40.000|1 quarto| | | |Ronaldo Aragão
R$ 210.000|3 quartos | | | 3 vagas|Juscelino Kubitschek
R$ 280.000|4 quartos | 230m² | | 2 vagas|Industrial
R$ 160.000|2 quartos | 140m² | | 2 vagas|Lagoa
R$ 75.000|2 quartos | 300m² | | 2 vagas|Socialista
R$ 900.000|4 quartos | 228m² | | 2 vagas|Rio Madeira
R$ 385.000|3 quartos | 0m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 45.000|2 quartos | |R$ 100| |Socialista
R$ 140.000|2 quartos | 49m² |R$ 250 | 2 vagas|Novo Horizonte
R$ 60.000|2 quartos | | | 1 vaga|Mariana
R$ 35.000|2 quartos | 42m² |R$ 130 | 1 vaga|Socialista
R$ 140.000|2 quartos | 10m² | | 1 vaga|Aeroclube
R$ 300.000|4 quartos | 10m² | | 3 vagas|Nova Floresta
R$ 10.000|2 quartos | | | 5 ou mais vagas|Embratel
R$ 350.000|3 quartos | | | 2 vagas|Floresta
R$ 280.000|3 quartos | | | 3 vagas|Flodoaldo Pontes Pinto
R$ 90.000|2 quartos | |R$ 0 | 2 vagas|Jardim Santana
R$ 350.000|3 quartos | | | 3 vagas|Aponiã
R$ 170.000|3 quartos | 98m² | | 3 vagas|Aponiã
R$ 800.000|3 quartos | 150m² |R$ 500 | 2 vagas|Industrial
R$ 650.000|4 quartos | | | 2 vagas|Olaria
R$ 2.200.000|4 quartos | 561m² | | 3 vagas|Rio Madeira
R$ 290.000|3 quartos | | | 1 vaga|Cuniã
R$ 750.000|3 quartos | 450m² | | 3 vagas|Agenor de Carvalho
R$ 250.000|4 quartos | 400m² | | 2 vagas|Cuniã
R$ 1.600.000|4 quartos | 416m² | | 4 vagas|Rio Madeira
R$ 43.000|2 quartos | 50m² |R$ 50 | 1 vaga|Eletronorte
R$ 55.900|2 quartos | | | 1 vaga|Aeroclube
R$ 120.000|4 quartos | 89m² |R$ 0 | 1 vaga|Ronaldo Aragão
R$ 85.000|2 quartos | | | 2 vagas|Lagoa
R$ 890.000|3 quartos | 161m² |R$ 300 | 2 vagas|Aponiã
R$ 26.000|2 quartos| | | |Maringá
R$ 525.000|3 quartos | 0m² | | 3 vagas|Areal
R$ 65.000|5 ou mais quartos | 250m² |R$ 0| |Jardim Santana
R$ 320.000|3 quartos | 85m² |R$ 380 | 1 vaga|Nova Esperança
R$ 170.000|2 quartos | |R$ 185.000 | 2 vagas|Bairro Novo
R$ 380.000|3 quartos | 300m² | | 3 vagas|Igarapé
R$ 75.000|2 quartos| | | |Nacional
R$ 338.000|3 quartos | 75m² | | 2 vagas|Rio Madeira
R$ 125.000|2 quartos | | | 2 vagas|Bairro Novo
R$ 25.000|1 quarto | 240m² |R$ 0 | 3 vagas|Ulisses Guimarães
R$ 90.000|2 quartos| | | |Aeroclube
R$ 380.000|3 quartos | 80m² |R$ 0 | 1 vaga|Rio Madeira
R$ 230.000|2 quartos | 0m² |R$ 250 | 1 vaga|Embratel
R$ 199.999|2 quartos | 170m² | | 1 vaga|Escola de Polícia
R$ 650.000|3 quartos | 185m² | | 1 vaga|Liberdade
R$ 1.890.000|3 quartos | 420m² |R$ 800 | 4 vagas|Aponiã
R$ 225.000|2 quartos | 200m² | | 2 vagas|Conceição
R$ 380.000|4 quartos | 350m² |R$ 0 | 2 vagas|Costa e Silva
R$ 800.000|3 quartos | 150m²| | |Industrial
R$ 180.000|3 quartos | 72m² |R$ 359 | 1 vaga|Rio Madeira
R$ 620.000|3 quartos | 500m² | | 4 vagas|Nossa Senhora das Graças
R$ 240.000|3 quartos | 120m² | | 2 vagas|Cohab
R$ 1.500.000|3 quartos | 302m² |R$ 0 | 4 vagas|Triângulo
R$ 110.000|2 quartos | | | 1 vaga|Bairro Novo
R$ 210.000|3 quartos | | | 2 vagas|Novo Horizonte
R$ 220.000|2 quartos | | | 2 vagas|Bairro Novo
R$ 545.000| |210m² |R$ 0| |Flodoaldo Pontes Pinto
R$ 450.000|4 quartos | 250m² | | 2 vagas|Baixa União
R$ 350.000|3 quartos | 300m² | | 3 vagas|Aponiã
R$ 450.000|3 quartos | 450m² | | 2 vagas|Embratel
R$ 125.000|2 quartos | |R$ 138 | 2 vagas|Bairro Novo
R$ 450.000|2 quartos | | | 2 vagas|Nova Esperança
R$ 220.000|3 quartos | 300m² | | 3 vagas|Aponiã
R$ 180.000|2 quartos | 129m² | | 2 vagas|Teixeirão
R$ 390.000|3 quartos | 360m² | | 3 vagas|Flodoaldo Pontes Pinto
R$ 300.000|3 quartos | 300m² | | 3 vagas|Aponiã
R$ 195.000|2 quartos | 58m² | | 1 vaga|Lagoinha
R$ 560.000|2 quartos | 750m² | | 3 vagas|Lagoa
R$ 350.000|4 quartos | 250m² | | 3 vagas|Conceição
R$ 280.000| |250m² |R$ 470 | 4 vagas|Flodoaldo Pontes Pinto
R$ 320.000|3 quartos | 85m² |R$ 580 | 2 vagas|Rio Madeira
R$ 400.000|2 quartos | 250m² | | 3 vagas|Conceição
R$ 275.000|2 quartos | 122m² | | 2 vagas|Aponiã
R$ 700.000|3 quartos | 153m² |R$ 1.138 | 3 vagas|Agenor de Carvalho
R$ 420.000|2 quartos | 98m²| | |Liberdade
R$ 270.000|2 quartos | 200m² | | 2 vagas|Bairro Novo
R$ 350.000|3 quartos | 300m² | | 2 vagas|Aponiã
R$ 299.000|3 quartos | 107m² |R$ 150 | 2 vagas|Rio Madeira
R$ 0|4 quartos | 0m² | | 2 vagas|Conceição
R$ 150.000|2 quartos | 0m² | | 2 vagas|Cidade Nova
R$ 850.000|3 quartos | 129m² | | 2 vagas|São João Bosco
R$ 150.000|2 quartos | 46m² |R$ 0 | 1 vaga|Rio Madeira
R$ 498.000|3 quartos | 104m² |R$ 600 | 2 vagas|Roque
R$ 350.000|3 quartos | 600m² | | 2 vagas|Eletronorte
R$ 1.200.000|3 quartos | 376m² | | 5 ou mais vagas|Baixa União
R$ 180.000|3 quartos | 369m² | | 2 vagas|Cohab
R$ 305.000|3 quartos | 250m² | | 2 vagas|Juscelino Kubitschek
R$ 230.000|2 quartos | 130m² |R$ 220 | 2 vagas|Novo Horizonte
R$ 230.000|2 quartos | 250m² | | 1 vaga|Aeroclube
R$ 170.000|3 quartos | 120m² |R$ 100 | 2 vagas|Igarapé
R$ 700.000|3 quartos | 4000m² |R$ 80 | 2 vagas|São João Bosco
R$ 210.000|2 quartos | 170m² | | 2 vagas|Cuniã
R$ 0|3 quartos | 0m² |R$ 0 | 1 vaga|Nova Esperança
R$ 280.000|3 quartos | 700m² |R$ 250 | 2 vagas|Rio Madeira
R$ 1.200.000|3 quartos | 416m² | | 2 vagas|Cidade Jardim
R$ 185.000|3 quartos | 195m² |R$ 175 | 2 vagas|Bairro Novo
R$ 420.000|3 quartos | 350m² |R$ 480 | 2 vagas|Embratel
R$ 380.000|4 quartos | 250m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 200.000|3 quartos | 560m² | | 2 vagas|Jardim Santana
R$ 480.000|3 quartos | 120m² |R$ 840| |Nossa Senhora das Graças
R$ 580.000|3 quartos | 120m² |R$ 450 | 2 vagas|Pedrinhas
R$ 390.000|3 quartos | 74m² |R$ 350 | 1 vaga|Rio Madeira
R$ 540.000|3 quartos | 120m² |R$ 450 | 2 vagas|Pedrinhas
R$ 295.000|3 quartos | 250m² |R$ 325 | 2 vagas|Castanheira
R$ 161.000|2 quartos | 52m²| | |Esperança da Comunidade
R$ 2.600.000| |703m² | | 5 ou mais vagas|Caiari
R$ 350.000|3 quartos | 250m² |R$ 450 | 2 vagas|Nova Floresta
R$ 355.000|3 quartos | 0m² | | 2 vagas|Olaria
R$ 550.000|3 quartos | 96m² | | 2 vagas|Industrial
R$ 0|3 quartos | 0m²| | |Aponiã
R$ 0|2 quartos | 0m² | | 2 vagas|Rio Madeira
|3 quartos | 0m² |R$ 0 | 2 vagas|Olaria
|4 quartos | 442m² |R$ 0 | 4 vagas|Cidade Jardim
R$ 0|2 quartos | 0m² | | 3 vagas|Igarapé
|2 quartos | 0m² |R$ 0 | 2 vagas|Pedrinhas
R$ 780.000|3 quartos | 750m² | | 3 vagas|Olaria
R$ 0|2 quartos | 0m² | | 2 vagas|Nova Floresta
|3 quartos | 0m² |R$ 0 | 2 vagas|Novo Horizonte
R$ 0|4 quartos | 0m²| | |Três Marias
R$ 295.000|4 quartos | 250m² |R$ 0 | 1 vaga|Aponiã
R$ 115.000|2 quartos | 4000m² |R$ 180 | 1 vaga|Floresta
R$ 0|3 quartos | 145m² |R$ 0 | 2 vagas|Aponiã
|3 quartos | 278m² |R$ 0 | 2 vagas|Tiradentes
R$ 135.000|2 quartos | 44m² |R$ 130 | 1 vaga|Bairro Novo
R$ 270.000|3 quartos | 62m² |R$ 145 | 2 vagas|Bairro Novo
R$ 0|3 quartos | 0m² |R$ 0 | 2 vagas|Eldorado
R$ 550.000| |275m²| | |Aponiã
R$ 1.650.000|4 quartos | 450m² | | 4 vagas|Costa e Silva
R$ 350.000|3 quartos | 160m² |R$ 200 | 2 vagas|Escola de Polícia
R$ 175.000|3 quartos | 160m² | | 2 vagas|Três Marias
R$ 350.000|3 quartos | 200m² | | 2 vagas|Aponiã
R$ 220.000|2 quartos | 2000m² |R$ 400 | 2 vagas|Rio Madeira
R$ 250.000|5 ou mais quartos | 150m² | | 2 vagas|Igarapé
R$ 125.000|2 quartos | 120m² |R$ 190 | 2 vagas|Bairro Novo
R$ 545.000| |210m² |R$ 0| |Flodoaldo Pontes Pinto
R$ 230.000|2 quartos | 72m² |R$ 359 | 1 vaga|Rio Madeira
R$ 298.000|3 quartos | 520m² | | 4 vagas|Igarapé
R$ 0|2 quartos | 58m² | | 2 vagas|Rio Madeira
R$ 599.000|3 quartos | 101m² |R$ 700 | 2 vagas|Liberdade
R$ 1.300.000|5 ou mais quartos | 380m² |R$ 800 | 4 vagas|Costa e Silva
R$ 35.000|1 quarto| | | |São Francisco
R$ 90.000|2 quartos| | | |Juscelino Kubitschek
R$ 0|3 quartos | 0m² | | 3 vagas|Escola de Polícia
R$ 240.000|2 quartos | 75m² |R$ 220 | 2 vagas|Rio Madeira
R$ 0|3 quartos | 0m² | | 2 vagas|Lagoa
R$ 1.200.000|4 quartos | 313m² | | 3 vagas|Arigolândia
R$ 0|3 quartos | 0m² | | 2 vagas|Pedrinhas
R$ 0|3 quartos | 0m² | | 1 vaga|Aponiã
R$ 128.000|2 quartos | 44m² |R$ 220 | 1 vaga|Aeroclube
R$ 150.000|2 quartos | 200m² |R$ 450 | 2 vagas|Caladinho
R$ 190.000|2 quartos | 200m² |R$ 138 | 2 vagas|Bairro Novo
R$ 300.000| |200m² | | 2 vagas|Eletronorte
R$ 1.500.000|3 quartos | 450m² |R$ 350 | 3 vagas|Nova Esperança
R$ 375.000|2 quartos | 124m² |R$ 0 | 2 vagas|Rio Madeira
R$ 395.000|1 quarto | 75m² |R$ 500 | 1 vaga|Industrial
R$ 385.000|1 quarto | 75m² |R$ 500 | 1 vaga|Industrial
R$ 380.000|3 quartos | 170m² | | 2 vagas|Panair
R$ 459.000|3 quartos | 100m² |R$ 0 | 2 vagas|Aeroclube
R$ 220.000|2 quartos | 200m² | | 5 ou mais vagas|Rio Madeira
R$ 1.500.000|5 ou mais quartos | 736m² | | 5 ou mais vagas|Rio Madeira
R$ 200.000|3 quartos | 135m² | | 2 vagas|Lagoinha
R$ 235.000|1 quarto | 52m² |R$ 400 | 1 vaga|Igarapé
R$ 160.000|2 quartos | 300m² | | 2 vagas|Aponiã
R$ 240.000|2 quartos | 68m² |R$ 250 | 1 vaga|Nova Esperança
R$ 150.000|2 quartos | | | 2 vagas|Aponiã
R$ 300.000|2 quartos | 120m² | | 4 vagas|Igarapé
R$ 200.000| |0m²| | |Nova Esperança
R$ 170.000|3 quartos | 120m² | | 2 vagas|Tancredo Neves
R$ 153.000|2 quartos | 0m² | | 2 vagas|Bairro Novo
R$ 170.000| |130m² | | 5 ou mais vagas|Rio Madeira
R$ 180.000|2 quartos | 75m² |R$ 200| |Industrial
R$ 430.000|5 ou mais quartos | 220m² | | 4 vagas|Agenor de Carvalho
R$ 280.000|2 quartos | 125m² | | 2 vagas|Aponiã
R$ 390.000|3 quartos | 130m² |R$ 500 | 2 vagas|Pedrinhas
R$ 275.000|3 quartos | 70m² |R$ 0 | 1 vaga|Agenor de Carvalho
R$ 1.200.000|3 quartos | 320m² |R$ 450 | 2 vagas|Nova Esperança
R$ 1.300.000|4 quartos | 398m² |R$ 1.100 | 2 vagas|Nova Porto Velho
R$ 500.000|3 quartos | 0m² |R$ 600 | 2 vagas|Embratel
R$ 280.000|3 quartos | 150m² | | 5 ou mais vagas|Tupy
R$ 400.000|4 quartos | 220m² | | 2 vagas|Agenor de Carvalho
R$ 169.800|3 quartos | 6753m² | | 2 vagas|Planalto
R$ 459.000|3 quartos | 105m² | | 2 vagas|Liberdade
R$ 235.000|2 quartos | 50m² |R$ 250 | 1 vaga|Igarapé
R$ 185.000|2 quartos | 75m² |R$ 300 | 2 vagas|Liberdade
R$ 550.000|3 quartos | 500m² | | 2 vagas|Olaria
R$ 250.000|3 quartos | 105m²| | |Agenor de Carvalho
R$ 165.000|2 quartos | 250m² | | 1 vaga|Juscelino Kubitschek
R$ 680.000|2 quartos | 0m² | | 1 vaga|Flodoaldo Pontes Pinto
R$ 350.000|2 quartos | 68m² | | 1 vaga|Flodoaldo Pontes Pinto
R$ 380.000|4 quartos | 280m² | | 2 vagas|Costa e Silva
R$ 110.000|4 quartos | 73m² | | 2 vagas|Castanheira
R$ 750.000|3 quartos | 155m² |R$ 1.100 | 2 vagas|Rio Madeira
R$ 160.000|3 quartos | 300m²| | |Conceição
R$ 180.000|3 quartos | 360m²| | |Eldorado
R$ 1.590.000|4 quartos | 248m² |R$ 650 | 4 vagas|Nova Esperança
R$ 290.000|2 quartos | 100m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 0|3 quartos | 220m² |R$ 220 | 2 vagas|Novo Horizonte
R$ 300.000|2 quartos| | | |Floresta
R$ 1.420.000|3 quartos | 236m²| | |Rio Madeira
|3 quartos | 0m² |R$ 0 | 2 vagas|Novo Horizonte
|2 quartos | 54m² |R$ 0 | 1 vaga|Floresta
R$ 145.000|3 quartos | 0m²| | |Castanheira
R$ 0|3 quartos | 0m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 250.000|2 quartos | 90m² |R$ 500 | 1 vaga|Baixa União
R$ 1.550.000|3 quartos | 410m²| | |Nova Esperança
R$ 0|3 quartos | 177m² | | 2 vagas|Aponiã
R$ 0|3 quartos | 165m² |R$ 264 | 2 vagas|Aponiã
R$ 0| |0m² |R$ 264| |Aponiã
R$ 750.000|3 quartos | 399m² | | 4 vagas|Rio Madeira
R$ 160.000|3 quartos | 0m² | | 1 vaga|Castanheira
R$ 690.000|5 ou mais quartos | 300m² | | 5 ou mais vagas|Nossa Senhora das Graças
R$ 110.000|2 quartos | 0m² |R$ 200 | 1 vaga|Floresta
R$ 380.000|3 quartos | | | 2 vagas|Flodoaldo Pontes Pinto
R$ 172.000|2 quartos | 144m² | | 2 vagas|Planalto
R$ 165.000|2 quartos | 54m² |R$ 120 | 1 vaga|Eldorado
R$ 0|3 quartos | 77m² |R$ 0 | 2 vagas|Novo Horizonte
|3 quartos | 0m² |R$ 0 | 2 vagas|Liberdade
|3 quartos | 0m² |R$ 0 | 2 vagas|Olaria
|3 quartos | 120m² |R$ 0 | 1 vaga|Nossa Senhora das Graças
R$ 0|2 quartos | 0m² |R$ 0 | 2 vagas|Floresta
R$ 0|3 quartos | 0m² |R$ 0 | 2 vagas|Floresta
R$ 380.000|3 quartos | 262m² | | 4 vagas|Flodoaldo Pontes Pinto
R$ 0|2 quartos | 0m² | | 1 vaga|Pedrinhas
R$ 950.000|4 quartos | 380m² | | 4 vagas|Liberdade
R$ 115.000|2 quartos | 0m² |R$ 0 | 2 vagas|Bairro Novo
R$ 450.000|3 quartos | 250m² | | 5 ou mais vagas|Embratel
|2 quartos | 54m² |R$ 230 | 1 vaga|Floresta
R$ 160.000|2 quartos | 200m² | | 2 vagas|Tancredo Neves
R$ 750.000|3 quartos | 126m² |R$ 977 | 2 vagas|São João Bosco
R$ 300.000|3 quartos | 0m² | | 3 vagas|Novo Horizonte
|3 quartos | |R$ 0 | 2 vagas|Bairro Novo
R$ 0|3 quartos | | | 2 vagas|Aponiã
R$ 0|4 quartos | 355m² | | 2 vagas|Olaria
R$ 0|2 quartos| | | |Bairro Novo
R$ 0|3 quartos | | | 2 vagas|Floresta
R$ 0|3 quartos | | | 2 vagas|Eldorado
R$ 2.700.000|4 quartos | | | 3 vagas|Rio Madeira
R$ 820.000|3 quartos | | | 2 vagas|Rio Madeira
R$ 0|3 quartos | | | 2 vagas|Três Marias
R$ 430.000|2 quartos | 138m² | | 2 vagas|Olaria
R$ 460.000|2 quartos | | | 2 vagas|Nova Porto Velho
R$ 262.000|2 quartos | | | 1 vaga|Cuniã
R$ 230.000|2 quartos| | | |Nova Esperança
|2 quartos | 50m² |R$ 300 | 1 vaga|Floresta
R$ 170.000|2 quartos | 100m² | | 3 vagas|Castanheira
R$ 165.000|2 quartos | 65m² | | 3 vagas|Aeroclube
R$ 135.000|3 quartos | 70m² | | 2 vagas|Castanheira
R$ 0| |0m²| | |São Cristóvão
|3 quartos | 75m² |R$ 0 | 1 vaga|Nova Esperança
R$ 300.002|3 quartos | 0m²| | |Ronaldo Aragão
R$ 110.000|3 quartos | 200m² | | 3 vagas|Castanheira
R$ 200.000|2 quartos | 60m² | | 2 vagas|Castanheira
R$ 285.000|3 quartos | 90m² |R$ 0 | 1 vaga|Agenor de Carvalho
R$ 295.000|3 quartos | 90m² |R$ 0 | 1 vaga|Agenor de Carvalho
R$ 0|3 quartos | 0m² | | 3 vagas|Aponiã
|5 ou mais quartos | 355m² |R$ 0 | 3 vagas|Nova Esperança
R$ 0|2 quartos | 84m² |R$ 0 | 2 vagas|Novo Horizonte
R$ 0|2 quartos | 0m² |R$ 0 | 1 vaga|Triângulo
R$ 0|3 quartos | 0m²| | |Novo Horizonte
R$ 150.000|2 quartos | 225m² | | 2 vagas|Aponiã
R$ 370.000|3 quartos | | | 5 ou mais vagas|Cuniã
R$ 20.000|2 quartos | 49m² |R$ 50 | 1 vaga|Eletronorte
R$ 430.000|3 quartos | 127m² |R$ 600 | 2 vagas|Nova Porto Velho
R$ 820.000|3 quartos | 159m² | | 4 vagas|Aponiã
R$ 570.000|3 quartos | 110m² | | 2 vagas|Olaria
R$ 600.000|3 quartos | 100m² |R$ 500 | 2 vagas|Olaria
R$ 680.000|4 quartos | 340m² |R$ 480 | 3 vagas|Liberdade
R$ 275.000|3 quartos | 120m² | | 4 vagas|Lagoa
R$ 2.560.000|3 quartos | 480m² | | 4 vagas|Industrial
R$ 1.400.000|3 quartos | 380m² | | 4 vagas|Costa e Silva
R$ 170.000|2 quartos | | | 4 vagas|Cascalheira
R$ 370.000|5 ou mais quartos | | | 2 vagas|Aponiã
